date,product_id,category,season,time_period,sales_amount,units_sold,profit_margin,growth_rate
2020-02-07,2,apparel,winter,q1,74777.0,1480,0.35000000000000003,0.09699999999999999
2020-02-08,2,apparel,winter,q1,58998.0,978,0.29333333333333333,0.028999999999999998
2020-02-08,3,shoes,winter,q1,67374.0,1449,0.4133333333333333,-0.014333333333333332
2020-02-09,3,shoes,winter,q1,52510.0,864,0.46,-0.003999999999999999
2020-02-09,4,shoes,winter,q1,62617.0,1369,0.41,0.08633333333333333
2020-02-10,4,shoes,winter,q1,39875.0,707,0.42,0.028
2020-02-10,5,shoes,winter,q1,80115.0,1400,0.36666666666666664,0.07333333333333333
2020-02-11,5,shoes,winter,q1,47350.0,780,0.6133333333333334,0.059
2020-02-12,6,shoes,winter,q1,61680.0,815,0.25666666666666665,0.13966666666666666
2020-02-13,1,accessories,winter,q1,68992.0,1148,0.4633333333333333,0.05333333333333332
2020-02-14,2,apparel,winter,q1,68796.0,1040,0.31,0.06866666666666667
2020-02-15,3,shoes,winter,q1,51121.0,856,0.4466666666666667,0.04399999999999999
2020-02-16,4,shoes,winter,q1,45195.0,751,0.41333333333333333,0.05366666666666667
2020-02-17,5,shoes,winter,q1,52609.0,765,0.6066666666666668,0.046000000000000006
2020-02-18,6,shoes,winter,q1,47464.0,636,0.26666666666666666,0.04499999999999999
2020-02-19,1,accessories,winter,q1,53370.00000000001,960,0.4033333333333333,0.10233333333333335
2020-02-20,2,apparel,winter,q1,58062.00000000001,942,0.27,0.026333333333333334
2020-02-21,3,shoes,winter,q1,40293.0,711,0.42,0.04933333333333333
2020-02-22,4,shoes,winter,q1,35828.0,636,0.3633333333333333,0.06166666666666667
2020-02-23,5,shoes,winter,q1,42824.0,648,0.5466666666666667,0.111
2020-02-24,6,shoes,winter,q1,49672.00000000001,703,0.22,0.09266666666666666
2020-02-25,1,accessories,winter,q1,48765.00000000001,859,0.41333333333333333,0.08333333333333333
2020-02-26,2,apparel,winter,q1,55135.00000000001,908,0.26666666666666666,0.08833333333333333
2020-02-27,3,shoes,winter,q1,33697.0,597,0.4066666666666667,0.0010000000000000009
2020-02-28,4,shoes,winter,q1,31787.000000000004,574,0.3499999999999999,0.035333333333333335
2020-03-01,5,shoes,spring,q1,32989.0,513,0.5500000000000002,0.07733333333333332
2020-03-02,6,shoes,spring,q1,40877.0,589,0.20666666666666667,0.03833333333333334
2020-03-03,1,accessories,spring,q1,52547.00000000001,926,0.4166666666666667,0.034333333333333334
2020-03-03,6,shoes,spring,q1,96190.0,1610,0.3,0.12466666666666666
2020-03-04,1,accessories,spring,q1,111015.0,1963,0.5433333333333333,0.09833333333333333
2020-03-04,2,apparel,spring,q1,57427.00000000001,926,0.26333333333333336,0.013999999999999999
2020-03-05,2,apparel,spring,q1,83520.0,1610,0.3499999999999999,0.08366666666666667
2020-03-05,3,shoes,spring,q1,37490.0,671,0.41,0.06166666666666667
2020-03-06,3,shoes,spring,q1,69990.0,1499,0.41333333333333333,0.06333333333333334
2020-03-06,4,shoes,spring,q1,35724.0,640,0.35333333333333333,0.08566666666666667
2020-03-07,4,shoes,spring,q1,68553.0,1458,0.3933333333333333,0.08766666666666667
2020-03-07,5,shoes,spring,q1,35606.0,557,0.5600000000000002,0.10933333333333334
2020-03-08,5,shoes,spring,q1,80820.0,1440,0.3633333333333333,0.024333333333333335
2020-03-08,6,shoes,spring,q1,52931.00000000001,770,0.20666666666666667,0.06133333333333333
2020-03-09,1,accessories,spring,q1,62020.00000000001,1087,0.39666666666666667,0.05633333333333334
2020-03-09,6,shoes,spring,q1,103732.0,1702,0.32,0.11699999999999999
2020-03-10,1,accessories,spring,q1,114417.0,2028,0.54,0.09099999999999998
2020-03-10,2,apparel,spring,q1,66043.0,1073,0.26333333333333336,0.11366666666666668
2020-03-11,2,apparel,spring,q1,83564.0,1610,0.3633333333333333,0.054
2020-03-11,3,shoes,spring,q1,43323.0,760,0.41333333333333333,0.08466666666666667
2020-03-12,3,shoes,spring,q1,69187.0,1492,0.40666666666666657,-0.06666666666666667
2020-03-12,4,shoes,spring,q1,42721.0,774,0.3666666666666667,0.12966666666666668
2020-03-13,4,shoes,spring,q1,65628.0,1413,0.3933333333333333,0.03933333333333333
2020-03-13,5,shoes,spring,q1,42392.0,648,0.5466666666666667,0.04566666666666667
2020-03-14,5,shoes,spring,q1,81686.0,1434,0.35666666666666663,0.07766666666666666
2020-03-14,6,shoes,spring,q1,58120.00000000001,820,0.20000000000000004,-0.005666666666666667
2020-03-15,1,accessories,spring,q1,19174.0,697,0.4166666666666667,0.062
2020-03-15,6,shoes,spring,q1,105490.0,1738,0.3066666666666667,0.12366666666666666
2020-03-16,1,accessories,spring,q1,109225.0,1950,0.5433333333333333,0.17133333333333334
2020-03-16,2,apparel,spring,q1,26169.0,693,0.26,0.09366666666666668
2020-03-17,2,apparel,spring,q1,85982.0,1692,0.3499999999999999,0.144
2020-03-17,3,shoes,spring,q1,24813.0,668,0.41,0.03933333333333333
2020-03-18,3,shoes,spring,q1,70683.0,1521,0.3933333333333333,0.057666666666666665
2020-03-18,4,shoes,spring,q1,16232.0,443,0.3633333333333333,0.06366666666666666
2020-03-19,5,shoes,spring,q1,12421.0,281,0.5700000000000001,0.0355
2020-03-20,6,shoes,spring,q1,23736.0,603,0.20500000000000002,0.097
2020-03-21,1,accessories,spring,q1,19287.0,656,0.415,0.1105
2020-03-22,2,apparel,spring,q1,21218.0,536,0.25,0.056499999999999995
2020-03-23,3,shoes,spring,q1,21674.0,548,0.425,0.024999999999999998
2020-03-24,4,shoes,spring,q1,13592.0,347,0.37499999999999994,-0.027999999999999997
2020-03-25,5,shoes,spring,q1,11494.0,258,0.56,-0.0385
2020-03-26,6,shoes,spring,q1,20292.0,516,0.21000000000000002,-0.018000000000000002
2020-03-27,1,accessories,spring,q1,28105.0,715,0.41500000000000004,0.063
2020-03-28,2,apparel,spring,q1,25376.0,512,0.27,0.0055
2020-03-29,3,shoes,spring,q1,27916.0,516,0.42,-0.0495
2020-03-30,4,shoes,spring,q1,21089.999999999996,390,0.365,0.014499999999999999
2020-03-31,4,shoes,spring,q1,70537.0,1490,0.4066666666666667,0.127
2020-03-31,5,shoes,spring,q1,11184.0,189,0.55,0.051000000000000004
2020-04-01,6,shoes,spring,q2,24190.0,445,0.21999999999999997,0.040999999999999995
2020-04-02,1,accessories,spring,q2,38705.0,656,0.41,0.027
2020-04-03,2,apparel,spring,q2,26671.0,419,0.275,0.085
2020-04-04,3,shoes,spring,q2,31268.0,488,0.425,-0.008499999999999997
2020-04-05,4,shoes,spring,q2,20644.0,349,0.365,0.023
2020-04-06,5,shoes,spring,q2,14103.0,219,0.5549999999999999,0.038000000000000006
2020-04-07,6,shoes,spring,q2,33056.0,423,0.2,0.1215
2020-04-08,1,accessories,spring,q2,38705.0,656,0.5549999999999999,0.0050000000000000044
2020-04-09,2,apparel,spring,q2,30675.0,480,0.405,-0.0805
2020-04-10,3,shoes,spring,q2,30157.0,473,0.55,0.1
2020-04-11,4,shoes,spring,q2,20502.0,344,0.5199999999999999,0.10200000000000001
2020-04-12,5,shoes,spring,q2,14147.0,219,0.7050000000000001,0.032
2020-04-13,6,shoes,spring,q2,47842.0,608,0.36499999999999994,0.1245
2020-04-14,1,accessories,spring,q2,53706.0,914,0.5700000000000001,-0.025
2020-04-15,2,apparel,spring,q2,45871.0,719,0.425,0.048999999999999995
2020-04-16,3,shoes,spring,q2,46975.0,725,0.5700000000000001,0.1665
2020-04-17,4,shoes,spring,q2,37620.0,585,0.525,0.0905
2020-04-17,5,shoes,spring,q2,80577.0,1449,0.35999999999999993,0.009
2020-04-18,5,shoes,spring,q2,28756.0,416,0.7100000000000002,0.018499999999999996
2020-04-18,6,shoes,spring,q2,104895.0,1720,0.30666666666666664,0.03366666666666667
2020-04-19,1,accessories,spring,q2,108072.0,1968,0.5566666666666666,0.021
2020-04-19,6,shoes,spring,q2,68148.0,806,0.365,0.109
2020-04-20,1,accessories,spring,q2,63303.0,977,0.525,0.0315
2020-04-20,2,apparel,spring,q2,83550.0,1620,0.35666666666666663,0.09499999999999999
2020-04-21,2,apparel,spring,q2,56346.0,813,0.35,-0.076
2020-04-21,3,shoes,spring,q2,70186.0,1508,0.4033333333333333,-0.05200000000000001
2020-04-22,3,shoes,spring,q2,51037.0,736,0.5,0.0515
2020-04-22,4,shoes,spring,q2,67248.0,1458,0.3999999999999999,0.06766666666666667
2020-04-23,4,shoes,spring,q2,39598.0,618,0.45999999999999996,0.133
2020-04-23,5,shoes,spring,q2,82476.0,1467,0.3566666666666667,0.08133333333333333
2020-04-24,1,accessories,spring,q2,211777.0,4016,0.5133333333333333,0.010333333333333333
2020-04-24,2,apparel,spring,q2,150835.0,2935,0.42333333333333334,0.10383333333333333
2020-04-24,3,shoes,spring,q2,78207.0,1866,0.3175,0.01725
2020-04-24,4,shoes,spring,q2,76757.0,1714,0.37,0.08324999999999999
2020-04-24,5,shoes,spring,q2,147712.0,2448,0.48666666666666664,0.07683333333333334
2020-04-24,6,shoes,spring,q2,211919.0,3711,0.4557142857142857,-0.03628571428571429
2020-04-25,5,shoes,spring,q2,86718.0,1400,0.3466666666666667,0.010666666666666665
2020-04-25,6,shoes,spring,q2,55311.00000000001,662,0.32500000000000007,0.07350000000000001
2020-04-26,1,accessories,spring,q2,63098.0,921,0.52,0.053500000000000006
2020-04-26,6,shoes,spring,q2,106220.0,1620,0.30333333333333334,0.09933333333333333
2020-04-27,1,accessories,spring,q2,111228.0,1852,0.5533333333333333,0.062
2020-04-27,2,apparel,spring,q2,64422.00000000001,864,0.36,0.075
2020-04-28,2,apparel,spring,q2,80574.0,1560,0.3633333333333333,-0.019333333333333334
2020-04-28,3,shoes,spring,q2,48081.0,693,0.51,0.068
2020-04-29,3,shoes,spring,q2,76658.0,1472,0.4166666666666666,0.05499999999999999
2020-04-29,4,shoes,spring,q2,43505.0,635,0.47000000000000003,0.042
2020-04-30,4,shoes,spring,q2,73170.0,1422,0.4033333333333333,0.06399999999999999
2020-04-30,5,shoes,spring,q2,47860.0,640,0.665,-0.006500000000000001
2020-05-01,5,shoes,spring,q2,86291.0,1409,0.35999999999999993,0.002666666666666669
2020-05-01,6,shoes,spring,q2,39400.0,500,0.3,0.0435
2020-05-02,1,accessories,spring,q2,48558.00000000001,762,0.465,0.08249999999999999
2020-05-02,6,shoes,spring,q2,102674.0,1560,0.3,0.07166666666666667
2020-05-03,1,accessories,spring,q2,117504.0,1932,0.5666666666666668,0.07666666666666667
2020-05-03,2,apparel,spring,q2,53592.00000000001,768,0.305,0.045
2020-05-04,2,apparel,spring,q2,83630.0,1610,0.35666666666666663,0.011000000000000001
2020-05-04,3,shoes,spring,q2,36030.00000000001,563,0.45,0.0005000000000000004
2020-05-05,3,shoes,spring,q2,81626.0,1568,0.40666666666666657,0.062
2020-05-05,4,shoes,spring,q2,31900.000000000007,500,0.415,-0.004499999999999997
2020-05-06,4,shoes,spring,q2,74196.0,1431,0.4033333333333333,0.13233333333333333
2020-05-06,5,shoes,spring,q2,38880.00000000001,520,0.6200000000000001,0.1285
2020-05-07,5,shoes,spring,q2,87552.0,1440,0.3666666666666667,0.004666666666666666
2020-05-07,6,shoes,spring,q2,36640.0,531,0.255,0.057
2020-05-08,1,accessories,spring,q2,35862.0,662,0.45,0.1785
2020-05-09,2,apparel,spring,q2,39708.0,677,0.3,0.016
2020-05-10,3,shoes,spring,q2,24452.000000000004,452,0.45,0.07999999999999999
2020-05-11,4,shoes,spring,q2,22380.000000000004,410,0.4049999999999999,0.0625
2020-05-12,5,shoes,spring,q2,24300.0,375,0.6050000000000002,-0.012
2020-05-13,6,shoes,spring,q2,31325.0,455,0.25,0.041
2020-05-14,1,accessories,spring,q2,39425.0,725,0.47500000000000003,0.064
2020-05-15,2,apparel,spring,q2,42750.00000000001,725,0.31,0.0435
2020-05-16,3,shoes,spring,q2,29903.000000000004,553,0.465,0.1065
2020-05-17,4,shoes,spring,q2,32960.00000000001,516,0.415,0.11800000000000001
2020-05-18,5,shoes,spring,q2,35265.0,480,0.6200000000000001,-0.018000000000000002
2020-05-19,6,shoes,spring,q2,49490.00000000001,630,0.255,-0.026500000000000003
2020-05-20,1,accessories,spring,q2,57477.00000000001,903,0.46,0.0765
2020-05-21,2,apparel,spring,q2,60648.00000000001,882,0.315,0.0805
2020-05-22,3,shoes,spring,q2,40000.00000000001,625,0.47500000000000003,0.0285
2020-05-23,4,shoes,spring,q2,40375.00000000001,625,0.3999999999999999,0.0795
2020-05-24,1,accessories,spring,q2,90224.0,1398,0.505,0.085
2020-05-24,2,apparel,spring,q2,61079.00000000001,1129,0.41,-0.018000000000000002
2020-05-24,3,shoes,spring,q2,58271.00000000001,1073,0.30999999999999994,-0.0495
2020-05-24,4,shoes,spring,q2,53911.00000000001,984,0.36499999999999994,0.0125
2020-05-24,5,shoes,spring,q2,102190.0,1517,0.5150000000000001,0.014499999999999997
2020-05-24,6,shoes,spring,q2,75266.0,1094,0.565,0.0955
2020-05-25,6,shoes,spring,q2,52275.00000000001,662,0.265,0.146
2020-05-26,1,accessories,spring,q2,22212.0,567,0.355,0.0385
2020-05-27,2,apparel,spring,q2,28788.0,581,0.325,0.11699999999999999
2020-05-28,3,shoes,spring,q2,28710.0,585,0.3,0.05299999999999999
2020-05-29,4,shoes,spring,q2,18822.0,378,0.355,-0.022999999999999996
2020-05-30,5,shoes,spring,q2,17473.0,323,0.32,0.0335
2020-05-31,6,shoes,spring,q2,30750.0,625,0.255,0.0465
2020-06-01,1,accessories,summer,q2,26968.0,688,0.36499999999999994,0.1105
2020-06-02,2,apparel,summer,q2,28657.0,581,0.32,0.035
2020-06-03,3,shoes,summer,q2,28234.0,572,0.32,0.030500000000000006
2020-06-04,4,shoes,summer,q2,19176.0,387,0.36,0.026500000000000003
2020-06-05,5,shoes,summer,q2,15755.000000000002,290,0.325,0.023
2020-06-06,6,shoes,summer,q2,26908.0,548,0.255,0.14100000000000001
2020-06-07,1,accessories,summer,q2,36432.0,742,0.37499999999999994,-0.0535
2020-06-08,2,apparel,summer,q2,32170.0,540,0.305,0.0245
2020-06-09,3,shoes,summer,q2,34525.0,540,0.325,0.0165
2020-06-10,4,shoes,summer,q2,26565.0,410,0.35999999999999993,0.035500000000000004
2020-06-11,5,shoes,summer,q2,15424.0,221,0.315,-0.05349999999999999
2020-06-12,6,shoes,summer,q2,30885.0,480,0.27,-0.03949999999999999
2020-06-13,1,accessories,summer,q2,49380.0,710,0.37,0.11649999999999999
2020-06-14,2,apparel,summer,q2,32498.0,438,0.32,-0.07250000000000001
2020-06-15,3,shoes,summer,q2,38880.0,520,0.32,0.1645
2020-06-16,4,shoes,summer,q2,22950.0,390,0.36,0.016
2020-06-17,5,shoes,summer,q2,16304.0,256,0.325,0.0175
2020-06-18,6,shoes,summer,q2,34864.0,438,0.26,0.052500000000000005
2020-06-19,1,accessories,summer,q2,42075.0,715,0.355,0.0885
2020-06-20,2,apparel,summer,q2,32480.0,508,0.315,0.0049999999999999975
2020-06-21,3,shoes,summer,q2,33320.0,520,0.315,0.0875
2020-06-22,4,shoes,summer,q2,23310.0,390,0.37,0.036
2020-06-23,5,shoes,summer,q2,16120.0,252,0.31499999999999995,0.0225
2020-06-24,6,shoes,summer,q2,49375.0,625,0.265,0.099
2020-06-25,1,accessories,summer,q2,70095.0,945,0.36,-0.013999999999999999
2020-06-26,2,apparel,summer,q2,63912.0,813,0.31,-0.0085
2020-06-27,3,shoes,summer,q2,61736.0,788,0.315,0.07200000000000001
2020-06-28,4,shoes,summer,q2,49375.0,625,0.35,0.015
2020-06-29,5,shoes,summer,q2,40485.0,480,0.32,-0.009000000000000001
2020-06-30,6,shoes,summer,q2,85336.0,857,0.27,0.10250000000000001
2020-07-01,1,accessories,summer,q3,83447.0,1064,0.35,0.14400000000000002
2020-07-02,2,apparel,summer,q3,72299.0,857,0.305,0.1075
2020-07-03,3,shoes,summer,q3,66775.0,800,0.3,0.072
2020-07-04,4,shoes,summer,q3,52686.0,662,0.355,0.16949999999999998
2020-07-05,5,shoes,summer,q3,59963.00000000001,719,0.3,0.084
2020-07-06,6,shoes,summer,q3,72225.0,730,0.275,0.07050000000000001
2020-07-07,1,accessories,summer,q3,83235.00000000001,992,0.37499999999999994,0.0685
2020-07-08,2,apparel,summer,q3,76170.0,960,0.32,0.047
2020-07-09,3,shoes,summer,q3,58774.00000000001,788,0.3,0.079
2020-07-10,4,shoes,summer,q3,54595.00000000001,730,0.37,0.0765
2020-07-11,5,shoes,summer,q3,54130.0,730,0.31999999999999995,0.11099999999999999
2020-07-12,6,shoes,summer,q3,40208.0,508,0.265,0.0995
2020-07-13,1,accessories,summer,q3,51984.00000000001,756,0.355,0.008
2020-07-14,2,apparel,summer,q3,57354.000000000015,774,0.3,0.0425
2020-07-15,3,shoes,summer,q3,40005.00000000001,585,0.31,-0.023
2020-07-16,4,shoes,summer,q3,35504.00000000001,512,0.35,-0.0255
2020-07-17,5,shoes,summer,q3,41992.00000000001,536,0.325,-0.0885
2020-07-18,6,shoes,summer,q3,142296.0,2193,0.29,0.016800000000000002
2020-07-19,1,accessories,summer,q3,75158.0,2103,0.382,0.0974
2020-07-20,2,apparel,summer,q3,90752.0,2083,0.366,0.0336
2020-07-21,3,shoes,summer,q3,66684.0,1636,0.362,-0.028800000000000003
2020-07-22,4,shoes,summer,q3,62804.0,1533,0.45199999999999996,0.09059999999999999
2020-07-23,5,shoes,summer,q3,61356.0,1299,0.33399999999999996,0.0336
2020-07-24,6,shoes,summer,q3,72298.0,1603,0.45,0.0262
2020-07-25,1,accessories,summer,q3,75997.0,2080,0.4,-0.034199999999999994
2020-07-26,2,apparel,summer,q3,96717.0,2207,0.368,0.077
2020-07-27,3,shoes,summer,q3,70825.0,1686,0.366,0.054200000000000005
2020-07-28,4,shoes,summer,q3,72936.0,1580,0.45599999999999996,0.0402
2020-07-29,5,shoes,summer,q3,77255.0,1325,0.346,0.0838
2020-07-30,6,shoes,summer,q3,101564.0,1815,0.43800000000000006,0.077
2020-07-31,1,accessories,summer,q3,114400.0,2373,0.384,0.0502
2020-08-01,2,apparel,summer,q3,130859.0,2319,0.364,0.0728
2020-08-02,3,shoes,summer,q3,89550.0,1794,0.38,0.06420000000000001
2020-08-03,4,shoes,summer,q3,91046.0,1666,0.44799999999999995,0.06359999999999999
2020-08-04,5,shoes,summer,q3,86706.0,1388,0.32999999999999996,0.0216
2020-08-05,6,shoes,summer,q3,107508.0,1792,0.43800000000000006,0.0388
2020-08-06,1,accessories,summer,q3,99618.0,2763,0.44000000000000006,0.012199999999999999
2020-08-07,2,apparel,summer,q3,100735.0,2502,0.41,-0.0112
2020-08-08,3,shoes,summer,q3,75415.0,2240,0.364,0.0474
2020-08-09,4,shoes,summer,q3,71482.0,1876,0.44400000000000006,0.0334
2020-08-10,5,shoes,summer,q3,86885.0,1796,0.382,0.0638
2020-08-11,6,shoes,summer,q3,96769.0,2401,0.556,0.003
2020-08-12,1,accessories,summer,q3,106299.0,2927,0.44800000000000006,0.032999999999999995
2020-08-13,2,apparel,summer,q3,97587.0,2416,0.414,0.08220000000000001
2020-08-14,3,shoes,summer,q3,75750.0,2280,0.366,0.047
2020-08-15,4,shoes,summer,q3,76388.0,1978,0.45600000000000007,0.027800000000000002
2020-08-16,5,shoes,summer,q3,93160.0,1916,0.376,0.0558
2020-08-17,6,shoes,summer,q3,104963.0,2592,0.5700000000000001,0.1048
2020-08-18,1,accessories,summer,q3,114680.0,2821,0.45599999999999996,0.0368
2020-08-19,2,apparel,summer,q3,106605.0,2486,0.41,0.0338
2020-08-20,3,shoes,summer,q3,81781.0,2288,0.368,0.05500000000000001
2020-08-21,4,shoes,summer,q3,75852.0,2016,0.44000000000000006,0.0464
2020-08-22,5,shoes,summer,q3,89359.0,1897,0.376,0.05
2020-08-23,6,shoes,summer,q3,119375.0,2600,0.5700000000000001,0.0746
2020-08-24,1,accessories,summer,q3,55361.0,1483,0.3999999999999999,0.168
2020-08-25,2,apparel,summer,q3,61866.0,1473,0.41,0.007
2020-08-26,3,shoes,summer,q3,66649.0,1793,0.4033333333333333,0.09200000000000001
2020-08-27,4,shoes,summer,q3,41832.0,1134,0.5233333333333333,0.028
2020-08-28,5,shoes,summer,q3,46697.0,1113,0.35333333333333333,0.08700000000000001
2020-08-29,6,shoes,summer,q3,73393.0,1570,0.5499999999999999,0.05333333333333334
2020-08-30,1,accessories,summer,q3,55151.0,1498,0.4033333333333333,0.004666666666666666
2020-08-31,2,apparel,summer,q3,62309.0,1489,0.3933333333333333,0.10566666666666667
2020-09-01,3,shoes,fall,q3,66429.0,1771,0.40666666666666657,-0.019
2020-09-02,4,shoes,fall,q3,39632.0,1054,0.5066666666666667,0.12266666666666666
2020-09-03,5,shoes,fall,q3,44159.0,1047,0.3466666666666667,-0.05933333333333333
2020-09-04,6,shoes,fall,q3,65880.0,1395,0.5633333333333334,0.042333333333333334
2020-09-05,1,accessories,fall,q3,58182.0,1369,0.4166666666666667,0.04733333333333333
2020-09-06,2,apparel,fall,q3,55143.0,1318,0.3933333333333333,0.064
2020-09-07,3,shoes,fall,q3,117296.0,2457,0.364,-0.007799999999999999
2020-09-08,4,shoes,fall,q3,96106.0,1998,0.44000000000000006,0.09440000000000001
2020-09-09,5,shoes,fall,q3,108062.0,2014,0.386,0.008800000000000002
2020-09-10,6,shoes,fall,q3,150983.0,2545,0.5720000000000001,-0.023600000000000003
2020-09-11,1,accessories,fall,q3,147682.0,2761,0.458,0.0406
2020-09-12,2,apparel,fall,q3,119305.0,2389,0.4039999999999999,0.0442
2020-09-13,3,shoes,fall,q3,112594.0,2233,0.362,0.062
2020-09-14,4,shoes,fall,q3,99878.0,1980,0.446,0.043
2020-09-15,5,shoes,fall,q3,103303.0,1917,0.384,0.05600000000000001
2020-09-16,6,shoes,fall,q3,146997.0,2412,0.562,0.09559999999999999
2020-09-17,1,accessories,fall,q3,91365.0,1429,0.51,-0.04
2020-09-18,2,apparel,fall,q3,67860.0,1152,0.3999999999999999,0.0165
2020-09-19,3,shoes,fall,q3,57618.00000000001,1056,0.31,0.04850000000000001
2020-09-20,4,shoes,fall,q3,45127.0,1008,0.35,0.0285
