retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method,product_id,region_id,store_id,date_id,sales_amount,profit_margin,growth_rate,product_prod,category,subcategory,unit_price,cost_price,launch_date,performance_score,retailer_store,retailer_id_store,state_store,city_store,store_type,store_size,store_location,store_performance,region_region,region_population,market_size,average_income,market_potential,growth_opportunity,date,month,year,season,is_holiday,time_period
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,50.0,900,450000.0,157500.0,0.35,Outlet,4,1,1,40,45000.0,0.35,0.179,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,New York,New York,retail,small,new york,63.94,Northeast,9318549,medium,79115,91,77,2020-03-13,3,2020,spring,0,q1
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,60.0,925,555000.0,166500.0,0.3,Outlet,5,1,1,41,55500.0,0.3,-0.01,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,New York,New York,retail,small,new york,63.94,Northeast,9318549,medium,79115,91,77,2020-03-14,3,2020,spring,0,q1
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,65.0,1100,715000.0,178750.0,0.25,Outlet,6,1,1,42,71500.0,0.25,0.156,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,New York,New York,retail,small,new york,63.94,Northeast,9318549,medium,79115,91,77,2020-03-15,3,2020,spring,0,q1
Foot Locker,1185732,2020-03-16,Northeast,New York,New York,Men's Street Footwear,60.0,1250,750000.0,375000.0,0.5,Outlet,1,1,1,43,75000.0,0.5,0.166,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,New York,New York,retail,small,new york,63.94,Northeast,9318549,medium,79115,91,77,2020-03-16,3,2020,spring,0,q1
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,55.00000000000001,1025,563750.0000000001,169125.00000000003,0.3,Outlet,2,1,1,44,56375.00000000001,0.3,0.16,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,New York,New York,retail,small,new york,63.94,Northeast,9318549,medium,79115,91,77,2020-03-17,3,2020,spring,1,q1
Foot Locker,1185732,2020-03-18,Northeast,New York,New York,Women's Street Footwear,50.0,950,475000.0,166250.0,0.35,Outlet,3,1,1,45,47500.0,0.35,0.022,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,New York,New York,retail,small,new york,63.94,Northeast,9318549,medium,79115,91,77,2020-03-18,3,2020,spring,0,q1
Foot Locker,1185732,2020-03-31,Northeast,New York,New York,Women's Athletic Footwear,50.0,925,462500.0,161875.0,0.35,Outlet,4,1,1,46,46250.0,0.35,0.052,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,New York,New York,retail,small,new york,63.94,Northeast,9318549,medium,79115,91,77,2020-03-31,3,2020,spring,0,q1
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,60.0,900,540000.0,162000.0,0.3,Outlet,5,1,2,47,54000.0,0.3,0.144,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-17,4,2020,spring,0,q2
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,65.0,1075,698750.0,174687.5,0.25,Outlet,6,1,2,48,69875.0,0.25,0.042,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-18,4,2020,spring,0,q2
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,60.0,1200,720000.0,360000.0,0.5,Outlet,1,1,2,49,72000.0,0.5,0.123,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-19,4,2020,spring,0,q2
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,55.00000000000001,1000,550000.0000000001,165000.00000000003,0.3,Outlet,2,1,2,50,55000.00000000001,0.3,0.056,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-20,4,2020,spring,0,q2
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,50.0,925,462500.0,161875.0,0.35,Outlet,3,1,2,51,46250.0,0.35,-0.01,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-21,4,2020,spring,1,q2
Walmart,1185732,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,50.0,900,450000.0,157500.0,0.35,Outlet,4,1,2,52,45000.0,0.35,-0.02,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-22,4,2020,spring,1,q2
Walmart,1185732,2020-04-23,Northeast,New York,New York,Men's Apparel,60.0,900,540000.0,162000.0,0.3,Outlet,5,1,2,53,54000.0,0.3,-0.015,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-23,4,2020,spring,0,q2
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,65.0,1000,650000.0,162500.0,0.25,Outlet,6,1,2,54,65000.0,0.25,-0.013,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-24,4,2020,spring,0,q2
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,65.0,875,568750.0,170625.0,0.3,Outlet,5,1,2,55,56875.0,0.3,0.046,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-25,4,2020,spring,0,q2
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,70.0,1000,700000.0,175000.0,0.25,Outlet,6,1,2,56,70000.0,0.25,0.08,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-26,4,2020,spring,0,q2
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,65.0,1150,747500.0,373750.0,0.5,Outlet,1,1,2,57,74750.0,0.5,0.084,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-27,4,2020,spring,1,q2
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,55.00000000000001,975,536250.0000000001,160875.00000000003,0.3,Outlet,2,1,2,58,53625.00000000001,0.3,0.045,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-28,4,2020,spring,0,q2
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,55.00000000000001,920,506000.00000000006,177100.0,0.35,Outlet,3,1,2,59,50600.00000000001,0.35,0.029,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-29,4,2020,spring,1,q2
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,55.00000000000001,900,495000.00000000006,173250.0,0.35,Outlet,4,1,2,60,49500.00000000001,0.35,0.014,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-04-30,4,2020,spring,0,q2
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,65.0,875,568750.0,170625.0,0.3,Outlet,5,1,2,61,56875.0,0.3,0.078,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-05-01,5,2020,spring,0,q2
Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,70.0,975,682500.0,170625.0,0.25,Outlet,6,1,2,62,68250.0,0.25,0.119,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-05-02,5,2020,spring,0,q2
Walmart,1185732,2020-05-03,Northeast,New York,New York,Men's Street Footwear,65.0,1200,780000.0,390000.0,0.5,Outlet,1,1,2,63,78000.0,0.5,0.033,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-05-03,5,2020,spring,0,q2
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,55.00000000000001,1000,550000.0000000001,165000.00000000003,0.3,Outlet,2,1,2,64,55000.00000000001,0.3,0.02,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-05-04,5,2020,spring,0,q2
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,55.00000000000001,950,522500.00000000006,182875.0,0.35,Outlet,3,1,2,65,52250.00000000001,0.35,-0.087,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-05-05,5,2020,spring,1,q2
Walmart,1185732,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,55.00000000000001,900,495000.00000000006,173250.0,0.35,Outlet,4,1,2,66,49500.00000000001,0.35,0.026,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-05-06,5,2020,spring,0,q2
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,65.0,900,585000.0,175500.0,0.3,Outlet,5,1,2,67,58500.0,0.3,0.066,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-05-07,5,2020,spring,0,q2
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,70.0,1000,700000.0,175000.0,0.25,Outlet,6,1,2,68,70000.0,0.25,-0.075,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Walmart,1185732,New York,New York,outlet,small,new york,63.19,Northeast,9318549,medium,79115,91,77,2020-07-18,7,2020,summer,0,q3
Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,25.0,900,225000.0,78750.0,0.35,Outlet,1,1,3,69,22500.0,0.35,0.175,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Sports Direct,1197831,New York,New York,outlet,medium,new york,82.7,Northeast,9318549,medium,79115,91,77,2020-07-19,7,2020,summer,0,q3
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,35.0,900,315000.0,110250.0,0.35,Outlet,2,1,3,70,31500.0,0.35,0.06,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Sports Direct,1197831,New York,New York,outlet,medium,new york,82.7,Northeast,9318549,medium,79115,91,77,2020-07-20,7,2020,summer,1,q3
Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Women's Street Footwear,35.0,700,245000.0,85750.0,0.35,Outlet,3,1,3,71,24500.0,0.35,-0.065,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Sports Direct,1197831,New York,New York,outlet,medium,new york,82.7,Northeast,9318549,medium,79115,91,77,2020-07-21,7,2020,summer,0,q3
